Time,X40,X84,X77,X93,X89,X15,X23,X60,X27,X6,X610,X1362,X476,X237,X1032,X1287,X428,X768,X989,X616,X41,X50,X30,X37,X18,X231,X116,X149,X371,X218
2018-02-15 11:00:00,10.592436806328863,0.242,9.145,0.342,1.3869999999999998,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.421,0.348,0.6940000000000001,0.162,0.564,0.238,0.35,0.183,0.205,0.773,2.159355566067039,4.1221195988530335,3.461188935050357,3.8013153586220114,2.5194043040313767,0.142,0.235,0.408,0.423,0.904
2018-02-15 12:00:00,10.592436806328863,2.863,9.223,0.343,1.405,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.35200000000000004,0.325,0.7340000000000001,0.208,0.4920000000000001,0.257,0.446,0.14800000000000002,0.251,1.4369999999999998,2.1524148973857367,4.083238182163922,3.4309631777445846,3.789354603706456,2.5198351026549104,0.206,0.113,0.416,0.6609999999999999,0.4970000000000001
2018-02-15 13:00:00,10.592436806328863,7.108,9.181,0.391,1.393,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.348,0.331,0.664,0.22,0.615,0.253,0.092,0.192,0.128,1.074,2.146448882614501,4.052733763363052,3.4062254961185685,3.7798955651570116,2.520170258535145,0.14800000000000002,0.114,0.635,0.466,0.711
2018-02-15 14:00:00,10.592436806328863,8.005,9.146,0.361,1.395,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.345,0.329,0.6729999999999999,0.16,0.7879999999999999,0.254,0.07200000000000001,0.153,0.252,1.486,2.1413206545020573,4.028801518974449,3.3859794230081595,3.7724149829603566,2.5204282734511394,0.409,0.16699999999999998,1.486,0.409,0.565
2018-02-15 15:00:00,10.592436806328863,8.112,9.169,0.342,1.393,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.102,0.384,0.6990000000000001,0.146,1.099,0.275,0.085,0.14,0.341,1.125,2.1369125655881565,4.010025474585119,3.369409419295243,3.7664990423805182,2.5206240700726887,0.184,0.179,1.997,0.402,0.441
2018-02-15 16:00:00,10.592436806328863,8.062000000000001,9.18,0.34,1.403,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.083,0.45,0.682,0.19,0.653,0.369,0.084,0.14400000000000002,0.396,0.826,2.133123489235312,3.9952947273478094,3.355848022892654,3.76182048234012,2.5207696843274285,0.177,0.184,0.937,0.578,0.7090000000000001
2018-02-15 17:00:00,10.592436806328863,7.746,8.307,0.326,1.4269999999999998,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.07400000000000001,0.395,0.6890000000000001,0.189,0.446,0.477,0.08,0.13699999999999998,0.376,0.983,2.1298664996672434,3.983737718338349,3.3447489624715145,3.758120491821925,2.5208748238317567,0.711,0.147,0.48,0.5660000000000001,0.701
2018-02-15 18:00:00,10.592436806328863,7.741,0.494,0.344,1.505,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.071,0.481,0.684,0.155,0.431,0.546,0.228,0.182,1.228,1.982,2.127066877791443,3.974670665927968,3.335665152915695,3.755194392826396,2.52094731829511,0.397,0.113,0.647,0.5589999999999999,2.039
2018-02-15 19:00:00,10.592436806328863,7.3679999999999986,0.545,0.341,1.494,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.16699999999999998,0.451,0.897,0.14300000000000002,0.436,0.23,0.383,0.126,1.252,1.888,2.124660397057116,3.9675571091811235,3.328230686130629,3.752880317887681,2.5209934827949776,0.386,0.16699999999999998,0.64,0.583,0.847
2018-02-15 20:00:00,10.592436806328863,3.248,0.493,0.334,1.494,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.044,0.156,0.777,0.201,0.147,0.081,0.14,0.041,0.423,0.49,2.122591850024124,3.9619761676247855,3.3221460917719936,3.751050255804966,2.521018410777556,0.385,0.19,0.5,0.253,0.54
2018-02-15 21:00:00,10.592436806328863,1.778,0.515,0.338,1.492,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.08199999999999999,0.417,0.659,0.17,0.637,0.373,0.499,0.113,0.435,1.457,2.120813781840712,3.9575976394477173,3.317166274176535,3.749602970252299,2.5210262103783645,0.366,0.168,0.599,0.5820000000000001,0.52
2018-02-15 22:00:00,10.592436806328863,6.8370000000000015,0.523,0.345,1.494,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.075,0.21214958954089388,0.4723067507305363,0.14,0.277945929951041,0.18599676749018704,0.114,0.14400000000000002,0.3530918414305437,0.8082134516095502,2.119285401574545,3.95416246479056,3.3130906395783386,3.7484583995348655,2.521020195027403,0.395,0.14800000000000002,0.594,0.26355025,0.416
2018-02-15 23:00:00,10.592436806328863,6.686,0.478,0.338,1.486,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.2313654615290849,0.1798504104591061,0.3716932492694638,0.177,0.249054070048959,0.21200323250981296,0.2329854107475992,0.4350396779609687,0.28690815856945634,0.6467865483904499,2.1179716464217337,3.9514673982184254,3.309755015921527,3.747553227694527,2.521003037182369,0.488,0.118,0.358,0.24344975,0.353
2018-02-16 00:00:00,10.592436806328863,5.773,0.556,0.339,1.398,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.029,0.147,0.334,0.189,0.225,0.09,0.052000000000000005,0.056,0.126,1.808,2.3710493015036134,6.545217930788381,4.803181796623735,4.499756367332668,2.495460086538454,0.224,0.163,0.191,0.161,0.23
2018-02-16 01:00:00,10.592436806328863,0.207,0.499,0.343,1.379,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.073,0.333,0.687,0.14300000000000002,0.635,0.249,0.09,0.157,0.127,1.019,2.3343812194485047,5.984280186473062,4.529291064723587,4.341709406772777,2.5006581841056787,0.131,0.191,0.194,0.409,0.245
2018-02-16 02:00:00,10.592436806328863,0.206,0.487,0.341,1.419,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.061,0.325,0.642,0.272,0.226,0.32299999999999995,0.08900000000000001,0.14300000000000002,0.245,0.7090000000000001,2.302862308343727,5.5441964310217795,4.3051305364191865,4.21671961280801,2.5048384203825966,0.129,0.168,0.189,0.358,0.34700000000000003
2018-02-16 03:00:00,10.592436806328863,0.127,0.555,0.336,1.408,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.069,0.31,0.583,0.172,0.25,0.278,0.08900000000000001,0.108,0.165,0.593,2.2757694880610115,5.198928682907413,4.121670723445206,4.117872735019208,2.5081976973405946,0.155,0.113,0.201,0.306,0.26
2018-02-16 04:00:00,10.592436806328863,0.113,0.5379999999999999,0.348,1.399,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.07200000000000001,0.316,0.574,0.193,0.215,0.265,0.087,0.147,0.366,0.399,2.2524812180940885,4.928048841487857,3.9715216172174483,4.039700710418957,2.510894826902145,0.189,0.192,0.19,0.33,0.28
2018-02-16 05:00:00,10.592436806328863,0.139,0.519,0.34,1.374,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.06,0.303,0.575,0.158,0.206,0.469,0.084,0.14,0.23,0.316,2.232463238703501,4.715530038650878,3.8486350093247848,3.977879178299764,2.513057899337455,0.189,0.14300000000000002,0.19,0.298,0.36
2018-02-16 06:00:00,10.592436806328863,0.119,0.537,0.34,1.405,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.067,0.444,0.664,0.135,0.185,0.303,0.099,0.146,0.371,0.31,2.215256314382754,4.548798393643348,3.748060861540925,3.9289882629997126,2.5147902262686403,0.165,0.171,0.209,0.308,0.8540000000000001
2018-02-16 07:00:00,10.592436806328863,0.153,0.478,0.344,1.375,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.07200000000000001,0.362,1.033,0.182,0.189,0.2,0.157,0.158,0.335,0.423,2.200465698466787,4.4179890672410975,3.665747911611632,3.890323391442207,2.5161751340189777,0.14300000000000002,0.168,0.34600000000000003,0.403,0.621
2018-02-16 08:00:00,10.592436806328863,0.165,0.584,0.335,1.382,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.059,0.488,0.635,0.182,0.358,0.181,0.272,0.18600000000000005,1.14,0.402,2.187752077188759,4.315362598984054,3.5983804829497115,3.8597456801561023,2.5172798297042687,0.237,0.114,0.458,0.599,0.731
2018-02-16 09:00:00,10.592436806328863,0.113,0.515,0.338,1.385,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.07,0.506,0.575,0.142,0.172,0.192,0.33,0.156,0.467,1.217,2.176823785431373,4.234846994503936,3.5432449247123112,3.835563615407592,2.518158519441338,0.183,0.183,0.569,0.43,0.517
2018-02-16 10:00:00,10.592436806328863,0.111,0.459,0.341,1.384,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.07200000000000001,0.5539999999999999,0.594,0.165,0.218,0.177,0.255,0.135,0.765,1.679,2.1674301155931084,4.171678470097915,3.498120302286753,3.8164394811638735,2.518854923349198,0.309,0.166,0.494,0.418,0.682
2018-02-16 11:00:00,10.592436806328863,0.111,0.564,0.328,1.398,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.058,0.384,0.614,0.198,0.18,0.187,0.428,0.14,0.504,1.405,2.159355566067039,4.1221195988530335,3.461188935050357,3.8013153586220114,2.5194043040313767,0.305,0.157,0.301,0.471,0.93
2018-02-16 12:00:00,10.592436806328863,5.007,0.482,0.339,1.374,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.07200000000000001,0.29600000000000004,0.978,0.15,0.282,0.183,0.162,0.128,0.723,1.384,2.1524148973857367,4.083238182163922,3.4309631777445846,3.789354603706456,2.5198351026549104,0.254,0.16699999999999998,0.264,0.767,0.619
2018-02-16 13:00:00,10.592436806328863,7.944,0.674,0.341,1.402,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.069,0.407,0.629,0.14400000000000002,0.18600000000000005,0.182,0.289,0.126,0.613,1.713,2.146448882614501,4.052733763363052,3.4062254961185685,3.7798955651570116,2.520170258535145,0.17800000000000002,0.113,0.341,0.602,0.584
2018-02-16 14:00:00,10.592436806328863,8.105,0.976,0.325,1.38,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.068,0.36,0.544,0.195,0.166,0.18,0.289,0.13699999999999998,0.627,0.894,2.1413206545020573,4.028801518974449,3.3859794230081595,3.7724149829603566,2.5204282734511394,0.142,0.158,0.299,0.675,1.26
2018-02-16 15:00:00,10.592436806328863,8.104,1.866,0.3720000000000001,1.386,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.08,0.348,0.461,0.195,0.21600000000000005,0.181,0.114,0.14,0.391,0.923,2.1369125655881565,4.010025474585119,3.369409419295243,3.7664990423805182,2.5206240700726887,0.28300000000000003,0.183,0.281,0.82,0.508
2018-02-16 16:00:00,10.592436806328863,8.241,9.024,0.384,1.3869999999999998,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.071,0.393,0.28300000000000003,0.408,0.366,0.17600000000000002,0.128,0.189,0.522,0.855,2.133123489235312,3.9952947273478094,3.355848022892654,3.76182048234012,2.5207696843274285,0.277,0.12,0.28600000000000003,0.5870000000000001,0.277
2018-02-16 17:00:00,10.592436806328863,8.097999999999999,8.963,0.342,1.413,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.066,0.684,0.266,0.394,0.303,0.18600000000000005,0.133,0.13,0.344,0.8959999999999999,2.1298664996672434,3.983737718338349,3.3447489624715145,3.758120491821925,2.5208748238317567,0.151,0.15,0.26,0.688,0.379
2018-02-16 18:00:00,10.592436806328863,8.165,6.25,0.339,1.484,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.07200000000000001,0.638,0.267,0.223,0.247,0.174,0.318,0.131,0.615,0.584,2.127066877791443,3.974670665927968,3.335665152915695,3.755194392826396,2.52094731829511,0.406,0.095,0.253,0.778,1.001
2018-02-16 19:00:00,10.592436806328863,8.051,0.513,0.343,1.5,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.065,0.674,0.5579999999999999,0.203,0.408,0.183,0.35700000000000004,0.114,1.024,1.101,2.124660397057116,3.9675571091811235,3.328230686130629,3.752880317887681,2.5209934827949776,0.27,0.15,0.615,0.7879999999999999,0.6940000000000001
2018-02-16 20:00:00,10.592436806328863,8.156,0.505,0.329,1.481,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.064,0.276,0.139,0.177,0.093,0.062,0.149,0.051,0.188,0.923,2.122591850024124,3.9619761676247855,3.3221460917719936,3.751050255804966,2.521018410777556,0.3,0.153,0.336,0.26,0.919
2018-02-16 21:00:00,10.592436806328863,2.9930000000000003,0.99,0.345,1.48,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.065,0.585,0.743,0.15,0.595,0.29600000000000004,0.373,0.114,0.428,1.459,2.120813781840712,3.9575976394477173,3.317166274176535,3.749602970252299,2.5210262103783645,0.221,0.157,0.301,0.6759999999999999,0.624
2018-02-16 22:00:00,10.592436806328863,0.6920000000000001,0.965,0.344,1.509,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.064,0.2504628318834296,0.3793969850514585,0.175,0.2136683198903403,0.211,0.18544145759449449,0.141,0.36098194619627627,1.1436231752612147,2.119285401574545,3.95416246479056,3.3130906395783386,3.7484583995348655,2.521020195027403,0.341,0.14400000000000002,0.259,0.295440175,0.775
2018-02-16 23:00:00,10.592436806328863,6.827000000000001,1.074,0.335,1.492,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.2313654615290849,0.2055371681165704,0.3086030149485414,0.198,0.19533168010965965,0.30842484700561074,0.11055854240550554,0.4350396779609687,0.2290180538037237,0.8753768247387854,2.1179716464217337,3.9514673982184254,3.309755015921527,3.747553227694527,2.521003037182369,0.409,0.095,0.31,0.247559825,0.7440000000000001
2018-02-17 00:00:00,10.592436806328863,7.726,1.017,0.348,1.3969999999999998,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.032,0.128,0.121,0.2,0.184,0.077,0.07400000000000001,0.033,0.187,0.536,2.3710493015036134,6.545217930788381,4.803181796623735,4.499756367332668,2.495460086538454,0.276,0.15,0.34600000000000003,0.231,0.35700000000000004
2018-02-17 01:00:00,10.592436806328863,6.817,1.016,0.35,1.388,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.057,0.358,0.415,0.13699999999999998,0.325,0.191,0.092,0.147,0.222,1.087,2.3343812194485047,5.984280186473062,4.529291064723587,4.341709406772777,2.5006581841056787,0.152,0.17800000000000002,0.271,0.446,0.333
2018-02-17 02:00:00,10.592436806328863,0.21,0.768,0.35600000000000004,1.378,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.07,0.312,0.345,0.207,0.369,0.173,0.146,0.14400000000000002,0.182,0.594,2.302862308343727,5.5441964310217795,4.3051305364191865,4.21671961280801,2.5048384203825966,0.159,0.175,0.279,0.421,0.384
2018-02-17 03:00:00,10.592436806328863,0.129,0.562,0.363,1.398,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.059,0.355,0.29600000000000004,0.194,0.399,0.189,0.16399999999999998,0.328,0.21600000000000005,0.32,2.2757694880610115,5.198928682907413,4.121670723445206,4.117872735019208,2.5081976973405946,0.17,0.153,0.202,0.3670000000000001,0.4370000000000001
2018-02-17 04:00:00,10.592436806328863,0.119,0.537,0.348,1.388,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.07200000000000001,0.272,0.313,0.28800000000000003,0.316,0.177,0.1,0.156,0.16899999999999998,0.305,2.2524812180940885,4.928048841487857,3.9715216172174483,4.039700710418957,2.510894826902145,0.168,0.113,0.185,0.354,0.341
2018-02-17 05:00:00,10.592436806328863,0.199,0.507,0.364,1.3969999999999998,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.059,0.258,0.317,0.246,0.337,0.182,0.095,0.162,0.202,0.371,2.232463238703501,4.715530038650878,3.8486350093247848,3.977879178299764,2.513057899337455,0.17,0.168,0.19,0.355,0.359
2018-02-17 06:00:00,10.592436806328863,0.142,0.532,0.362,1.382,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.058,0.329,0.304,0.301,0.277,0.175,0.08900000000000001,0.161,0.165,0.32,2.215256314382754,4.548798393643348,3.748060861540925,3.9289882629997126,2.5147902262686403,0.332,0.181,0.218,0.478,0.386
2018-02-17 07:00:00,10.592436806328863,0.113,0.597,0.354,1.4069999999999998,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.07,0.32299999999999995,0.6829999999999999,0.211,0.536,0.175,0.192,0.17800000000000002,0.34700000000000003,0.274,2.200465698466787,4.4179890672410975,3.665747911611632,3.890323391442207,2.5161751340189777,0.188,0.173,0.5589999999999999,0.36,0.448
2018-02-17 08:00:00,10.592436806328863,0.112,0.527,0.36,1.3869999999999998,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.058,0.41,0.698,0.198,0.206,0.183,0.207,0.174,0.815,0.284,2.187752077188759,4.315362598984054,3.5983804829497115,3.8597456801561023,2.5172798297042687,0.318,0.145,0.573,0.578,0.74
2018-02-17 09:00:00,10.592436806328863,0.16,0.546,0.353,1.369,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.068,0.3720000000000001,0.6829999999999999,0.254,0.366,0.16899999999999998,0.328,0.14400000000000002,0.752,0.65,2.176823785431373,4.234846994503936,3.5432449247123112,3.835563615407592,2.518158519441338,0.293,0.118,0.579,0.518,1.521
2018-02-17 10:00:00,10.592436806328863,5.6960000000000015,0.57,0.366,1.399,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.057,0.445,0.6940000000000001,0.226,0.505,0.183,0.326,0.147,0.728,0.7909999999999999,2.1674301155931084,4.171678470097915,3.498120302286753,3.8164394811638735,2.518854923349198,0.34,0.16699999999999998,0.536,0.474,1.761
2018-02-17 11:00:00,10.592436806328863,6.632999999999999,0.55,0.341,1.4069999999999998,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.055,0.414,0.662,0.195,0.7659999999999999,0.171,0.244,0.21,0.5820000000000001,1.321,2.159355566067039,4.1221195988530335,3.461188935050357,3.8013153586220114,2.5194043040313767,0.368,0.172,0.268,0.489,0.52
2018-02-17 12:00:00,10.592436806328863,6.9,0.5710000000000001,0.342,1.3769999999999998,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.069,0.295,0.735,0.29,0.652,0.24,0.255,0.145,0.354,1.364,2.1524148973857367,4.083238182163922,3.4309631777445846,3.789354603706456,2.5198351026549104,0.387,0.194,0.224,0.488,0.233
2018-02-17 13:00:00,10.592436806328863,8.61,0.505,0.342,1.412,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.062,0.342,0.731,0.245,0.28600000000000003,0.257,0.254,0.136,0.338,1.972,2.146448882614501,4.052733763363052,3.4062254961185685,3.7798955651570116,2.520170258535145,0.471,0.155,0.435,0.573,0.233
2018-02-17 14:00:00,10.592436806328863,8.731,0.494,0.335,1.927,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.07,0.361,0.8759999999999999,0.205,0.256,0.204,0.261,0.125,0.383,1.297,2.1413206545020573,4.028801518974449,3.3859794230081595,3.7724149829603566,2.5204282734511394,0.414,0.149,0.5589999999999999,0.387,0.242
2018-02-17 15:00:00,10.592436806328863,7.417000000000002,0.546,0.34600000000000003,1.411,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.065,0.324,0.7390000000000001,0.219,0.158,0.174,0.4970000000000001,0.133,0.28600000000000003,1.168,2.1369125655881565,4.010025474585119,3.369409419295243,3.7664990423805182,2.5206240700726887,0.5489999999999999,0.147,0.386,0.386,0.263
2018-02-17 16:00:00,10.592436806328863,8.279,0.537,0.334,1.401,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.119,0.319,0.705,0.339,0.188,0.193,0.308,0.134,0.406,1.116,2.133123489235312,3.9952947273478094,3.355848022892654,3.76182048234012,2.5207696843274285,0.414,0.219,0.446,0.483,0.494
2018-02-17 17:00:00,10.592436806328863,7.9,0.547,0.345,1.4269999999999998,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.118,0.378,0.733,0.778,0.185,0.172,0.306,0.133,0.26,0.7090000000000001,2.1298664996672434,3.983737718338349,3.3447489624715145,3.758120491821925,2.5208748238317567,0.414,0.159,0.482,0.447,0.542
2018-02-17 18:00:00,10.592436806328863,7.401,0.528,0.336,1.501,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.056,0.487,0.72,0.7070000000000001,0.173,0.555,0.28800000000000003,0.15,0.318,0.652,2.127066877791443,3.974670665927968,3.335665152915695,3.755194392826396,2.52094731829511,0.385,0.147,0.528,0.564,0.54
2018-02-17 19:00:00,10.592436806328863,7.151,0.485,0.34700000000000003,1.499,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.064,0.468,0.71,0.6970000000000001,0.196,0.421,0.398,0.128,0.29,0.546,2.124660397057116,3.9675571091811235,3.328230686130629,3.752880317887681,2.5209934827949776,0.431,0.146,0.491,0.52,0.574
2018-02-17 20:00:00,10.592436806328863,6.909,0.542,0.344,1.497,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.023,0.16399999999999998,0.25,0.591,0.091,0.168,0.154,0.05,0.165,0.259,2.122591850024124,3.9619761676247855,3.3221460917719936,3.751050255804966,2.521018410777556,0.399,0.145,0.453,0.217,0.604
2018-02-17 21:00:00,10.592436806328863,0.446,0.51,0.43,1.514,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.056,0.274,0.727,0.523,0.213,0.436,0.425,0.173,0.334,1.381,2.120813781840712,3.9575976394477173,3.317166274176535,3.749602970252299,2.5210262103783645,0.354,0.232,0.514,0.466,0.4920000000000001
2018-02-17 22:00:00,10.592436806328863,6.129,0.5489999999999999,0.348,1.481,2.284563616771723,2.6918586730886784,2.094527110359435,4.322732933388828,4.749094801348329,0.066,0.312,0.4140881869035867,0.569,0.16,0.1947399715770584,0.15789364590604832,0.149,0.32028576144567994,0.4972444636759813,2.119285401574545,3.95416246479056,3.3130906395783386,3.7484583995348655,2.521020195027403,0.428,0.112,0.42,0.240438441,0.361
